,funded_month,investor_state_code,Count
3050,2009-12,DC,2
5224,2012-12,FIN,2
5186,2012-11,OK,2
2931,2009-10,BC,2
151,2005-01,AL,2
5180,2012-11,NOR,2
2927,2009-10,AB,2
6103,2013-12,NH,2
642,2005-12,MI,2
5181,2012-11,NS,2
643,2005-12,MN,2
2917,2009-09,NOR,2
644,2005-12,NGA,2
2925,2009-09,UT,2
4197,2011-08,KOR,2
4295,2011-10,ARG,2
4296,2011-10,BEL,2
5317,2013-01,NLD,2
4337,2011-10,OK,2
2543,2009-02,CHN,2
3263,2010-03,TN,2
798,2006-03,NOR,2
2547,2009-02,DC,2
2550,2009-02,ESP,2
3261,2010-03,SGP,2
5314,2013-01,NE,2
793,2006-03,MUS,2
2559,2009-02,IN,2
2560,2009-02,IND,2
2561,2009-02,IRL,2
792,2006-03,MO,2
2564,2009-02,JPN,2
4171,2011-08,BC,2
512,2005-09,PHL,2
3243,2010-03,MD,2
517,2005-09,TWN,2
2586,2009-02,UT,2
3245,2010-03,MI,2
108,2004-09,TX,2
515,2005-09,SGP,2
4723,2012-04,QC,2
3248,2010-03,NC,2
785,2006-03,IN,2
2575,2009-02,NJ,2
2574,2009-02,NH,2
787,2006-03,JPN,2
2571,2009-02,MN,2
5910,2013-10,BRA,2
2580,2009-02,ON,2
3266,2010-03,UT,2
2535,2009-01,UT,2
3267,2010-03,VA,2
3285,2010-04,FIN,2
5116,2012-10,NM,2
5328,2013-01,RI,2
2498,2009-01,FL,2
505,2005-09,NJ,2
4344,2011-10,SGP,2
817,2006-04,CHE,2
2494,2009-01,DC,2
4349,2011-10,UT,2
821,2006-04,DC,2
6091,2013-12,KS,2
100,2004-08,NY,2
3304,2010-04,MN,2
3305,2010-04,MO,2
6107,2013-12,NV,2
6106,2013-12,NS,2
4342,2011-10,RI,2
4341,2011-10,QC,2
2531,2009-01,RUS,2
508,2005-09,OH,2
5119,2012-10,NV,2
178,2005-01,NOR,2
5907,2013-10,AZ,2
2522,2009-01,NLD,2
3283,2010-04,ESP,2
5118,2012-10,NS,2
5906,2013-10,AUS,2
2517,2009-01,MI,2
2516,2009-01,MD,2
3280,2010-04,DC,2
5117,2012-10,NOR,2
2512,2009-01,KOR,2
2520,2009-01,NC,2
5894,2013-09,SC,2
5309,2013-01,MN,2
3239,2010-03,ITA,2
168,2005-01,IND,2
119,2004-10,TN,2
532,2005-10,FL,2
2686,2009-04,SWE,2
2687,2009-04,TN,2
120,2004-10,TX,2
534,2005-10,GA,2
3195,2010-02,NOR,2
2695,2009-05,BEL,2
4737,2012-05,ARG,2
2706,2009-05,FL,2
5274,2013-01,BRA,2
2708,2009-05,GA,2
3182,2010-02,ITA,2
724,2006-02,CHN,2
3181,2010-02,ISR,2
5139,2012-11,AUS,2
2742,2009-05,TWN,2
6105,2013-12,NOR,2
713,2006-01,TN,2
2735,2009-05,RI,2
2734,2009-05,QC,2
3162,2010-02,AUS,2
3204,2010-02,RI,2
5269,2013-01,AUS,2
3163,2010-02,BC,2
3167,2010-02,CHN,2
2724,2009-05,NC,2
3170,2010-02,DC,2
2717,2009-05,LUX,2
5928,2013-10,HI,2
5929,2013-10,HKG,2
3205,2010-02,SC,2
3207,2010-02,SWE,2
2668,2009-04,ISR,2
2632,2009-03,QC,2
759,2006-02,SWE,2
3225,2010-03,DNK,2
4320,2011-10,KOR,2
3226,2010-03,ESP,2
2623,2009-03,NJ,2
4316,2011-10,IRL,2
4182,2011-08,DNK,2
2619,2009-03,MN,2
5986,2013-11,BEL,2
2614,2009-03,ITA,2
4122,2011-07,CYP,2
2610,2009-03,IN,2
5920,2013-10,DNK,2
3228,2010-03,FL,2
774,2006-03,DC,2
526,2005-10,CHN,2
2640,2009-04,AB,2
5134,2012-10,UKR,2
2665,2009-04,IND,2
2663,2009-04,IL,2
747,2006-02,MYS,2
2657,2009-04,FL,2
749,2006-02,NM,2
4313,2011-10,HKG,2
2655,2009-04,ESP,2
3213,2010-03,AB,2
5922,2013-10,FIN,2
3217,2010-03,BC,2
2644,2009-04,BC,2
754,2006-02,ON,2
527,2005-10,CO,2
750,2006-02,NOR,2
2255,2008-08,IRL,2
72,2004-06,MA,2
4397,2011-11,NC,2
4973,2012-08,MI,2
1163,2006-11,FRA,2
314,2005-05,AUS,2
5766,2013-08,BC,2
313,2005-05,AL,2
1168,2006-11,IND,2
24,2004-03,FRA,2
4865,2012-07,AL,2
3784,2011-01,FL,2
1644,2007-08,QC,2
3786,2011-01,GA,2
6050,2013-11,UKR,2
4638,2012-03,IRL,2
3789,2011-01,HKG,2
1647,2007-08,TN,2
315,2005-05,BEL,2
6048,2013-11,TWN,2
317,2005-05,CHE,2
4528,2012-01,NH,2
1152,2006-11,AUT,2
3756,2010-12,SGP,2
1154,2006-11,CHE,2
1682,2007-09,ME,2
5588,2013-05,MN,2
320,2005-05,CT,2
4643,2012-03,LUX,2
4974,2012-08,MO,2
1158,2006-11,DC,2
318,2005-05,CHN,2
1670,2007-09,GA,2
5594,2013-05,NLD,2
1668,2007-09,FL,2
1667,2007-09,ESP,2
1635,2007-08,MO,2
1634,2007-08,MN,2
1175,2006-11,MD,2
1630,2007-08,LUX,2
302,2005-04,OH,2
1598,2007-07,SWE,2
1187,2006-11,PA,2
4034,2011-05,NC,2
1588,2007-07,NLD,2
1587,2007-07,NJ,2
1585,2007-07,MYS,2
4032,2011-05,MUS,2
5618,2013-06,BC,2
4030,2011-05,MN,2
4942,2012-08,BEL,2
18,2004-02,ISR,2
17,2004-02,CHN,2
3824,2011-01,UT,2
294,2005-04,MN,2
1600,2007-07,TWN,2
3749,2010-12,NLD,2
3805,2011-01,MO,2
1607,2007-08,AUS,2
3793,2011-01,IRL,2
22,2004-03,CHN,2
1627,2007-08,IRL,2
1626,2007-08,IND,2
5607,2013-05,TN,2
3798,2011-01,KS,2
1621,2007-08,FL,2
1619,2007-08,ESP,2
1618,2007-08,DNK,2
21,2004-03,CHE,2
5610,2013-05,UT,2
3803,2011-01,MI,2
3804,2011-01,MN,2
1610,2007-08,BEL,2
4545,2012-01,UT,2
4630,2012-03,FL,2
4553,2012-02,AUS,2
1693,2007-09,OR,2
1148,2006-10,UT,2
4855,2012-06,PHL,2
1811,2007-12,CHE,2
1101,2006-09,TN,2
1804,2007-11,WI,2
4056,2011-06,BC,2
3684,2010-11,KOR,2
39,2004-04,GBR,2
1799,2007-11,SGP,2
1107,2006-10,AL,2
4054,2011-06,AUS,2
3694,2010-11,NLD,2
4505,2012-01,HKG,2
6038,2013-11,OR,2
3697,2010-11,OH,2
4994,2012-08,TUR,2
4997,2012-08,UT,2
3672,2010-11,FL,2
1819,2007-12,ESP,2
5803,2013-08,NH,2
5004,2012-09,AZ,2
5533,2013-04,OR,2
1842,2007-12,NJ,2
5000,2012-08,WI,2
1093,2006-09,OH,2
1832,2007-12,KWT,2
4848,2012-06,NV,2
1828,2007-12,IRL,2
1094,2006-09,ON,2
1095,2006-09,OR,2
5540,2013-04,TN,2
40,2004-04,MA,2
211,2005-02,MD,2
3671,2010-11,FIN,2
3699,2010-11,PA,2
5557,2013-05,CHL,2
1775,2007-11,HKG,2
3700,2010-11,QC,2
1132,2006-10,MO,2
1133,2006-10,NC,2
3732,2010-12,IN,2
1135,2006-10,NLD,2
1719,2007-10,FL,2
1138,2006-10,OH,2
1713,2007-10,CT,2
3738,2010-12,LUX,2
3740,2010-12,MD,2
1710,2007-10,CHE,2
330,2005-05,IL,2
3742,2010-12,MN,2
1142,2006-10,POL,2
5781,2013-08,FIN,2
5780,2013-08,EST,2
1131,2006-10,MI,2
1696,2007-09,RI,2
5577,2013-05,JOR,2
1737,2007-10,MUS,2
5558,2013-05,CHN,2
3702,2010-11,SD,2
4509,2012-01,IN,2
3705,2010-11,TN,2
4511,2012-01,IRL,2
1764,2007-11,CO,2
342,2005-05,NOR,2
3712,2010-12,BEL,2
1754,2007-10,UT,2
3720,2010-12,DC,2
1751,2007-10,SWE,2
1750,2007-10,SGP,2
1748,2007-10,QC,2
3725,2010-12,FIN,2
1127,2006-10,KOR,2
1736,2007-10,MN,2
3828,2011-02,AB,2
4554,2012-02,AZ,2
3829,2011-02,AUS,2
254,2005-03,NC,2
1390,2007-03,RUS,2
3945,2011-04,BC,2
4899,2012-07,KOR,2
1265,2007-01,IN,2
3949,2011-04,CHL,2
1393,2007-03,TN,2
1266,2007-01,IND,2
4005,2011-05,CHL,2
1272,2007-01,LUX,2
5686,2013-07,AUT,2
1275,2007-01,ME,2
1365,2007-03,FL,2
1364,2007-03,ESP,2
4897,2012-07,ITA,2
1394,2007-03,TUR,2
5734,2013-07,NE,2
5677,2013-06,TUR,2
256,2005-03,NJ,2
3931,2011-03,RI,2
1258,2007-01,FIN,2
3933,2011-03,SGP,2
4594,2012-02,NOR,2
3934,2011-03,SWE,2
1407,2007-04,CHE,2
3937,2011-03,UT,2
5736,2013-07,NLD,2
1402,2007-04,AZ,2
1401,2007-04,AUS,2
3940,2011-03,WI,2
3941,2011-04,ARG,2
1398,2007-03,VA,2
1397,2007-03,UT,2
4616,2012-03,AZ,2
3967,2011-04,IRL,2
4888,2012-07,GA,2
1276,2007-01,MI,2
4615,2012-03,AUS,2
5710,2013-07,GRC,2
1324,2007-02,ITA,2
5711,2013-07,HI,2
1322,2007-02,IRL,2
3,2004-01,CT,2
4882,2012-07,DNK,2
5723,2013-07,KY,2
1315,2007-02,DNK,2
1294,2007-01,TN,2
1310,2007-02,CO,2
1309,2007-02,CHN,2
2,2004-01,CHN,2
1296,2007-01,TWN,2
3997,2011-05,AB,2
236,2005-03,DC,2
4012,2011-05,DNK,2
1332,2007-02,MN,2
1284,2007-01,NV,2
3970,2011-04,LUX,2
1355,2007-03,BC,2
4885,2012-07,FIN,2
1352,2007-02,WI,2
5691,2013-07,BRA,2
3974,2011-04,MO,2
1349,2007-02,UT,2
1347,2007-02,TWN,2
6065,2013-12,BRA,2
5730,2013-07,MN,2
3978,2011-04,NLD,2
1282,2007-01,NLD,2
1340,2007-02,NOR,2
1339,2007-02,NM,2
1338,2007-02,NLD,2
1286,2007-01,OH,2
257,2005-03,NOR,2
1420,2007-04,IRL,2
3921,2011-03,NH,2
4567,2012-02,DNK,2
1523,2007-06,IRL,2
1522,2007-06,IND,2
1517,2007-06,GA,2
3866,2011-02,NH,2
1222,2006-12,KOR,2
14,2004-01,TX,2
4572,2012-02,GA,2
1503,2007-06,BEL,2
1502,2007-06,BC,2
4020,2011-05,IND,2
10,2004-01,NC,2
4923,2012-07,SGP,2
4579,2012-02,ISR,2
1230,2006-12,NC,2
278,2005-04,DC,2
1231,2006-12,NJ,2
1212,2006-12,GA,2
1210,2006-12,FIN,2
3832,2011-02,BEL,2
288,2005-04,ITA,2
4556,2012-02,BEL,2
1558,2007-07,BEL,2
1200,2006-12,AUS,2
1555,2007-07,AUS,2
4557,2012-02,BRA,2
222,2005-02,PA,2
3848,2011-02,HKG,2
280,2005-04,DNK,2
1539,2007-06,NLD,2
3854,2011-02,ISR,2
1208,2006-12,DC,2
3857,2011-02,LUX,2
1534,2007-06,MO,2
3860,2011-02,MI,2
1849,2007-12,OR,2
5649,2013-06,LUX,2
3877,2011-02,SWE,2
5744,2013-07,OR,2
1440,2007-04,SWE,2
3907,2011-03,IRL,2
1438,2007-04,RUS,2
1437,2007-04,QC,2
4870,2012-07,BEL,2
3911,2011-03,KOR,2
3912,2011-03,LUX,2
5665,2013-06,NV,2
4905,2012-07,MN,2
3914,2011-03,MD,2
3916,2011-03,MN,2
261,2005-03,OR,2
5738,2013-07,NOR,2
1422,2007-04,ITA,2
263,2005-03,QC,2
1483,2007-05,NOR,2
265,2005-03,SWE,2
4910,2012-07,NLD,2
272,2005-04,BEL,2
4018,2011-05,HKG,2
4919,2012-07,POL,2
3884,2011-03,AUS,2
1472,2007-05,KY,2
271,2005-04,AUT,2
1469,2007-05,ITA,2
5656,2013-06,MUS,2
1466,2007-05,IN,2
4917,2012-07,OR,2
270,2005-04,AUS,2
1240,2006-12,TX,2
1461,2007-05,FL,2
268,2005-03,VA,2
3893,2011-03,DC,2
4587,2012-02,MD,2
1850,2007-12,PA,2
3011,2009-11,IND,2
1853,2007-12,SGP,2
999,2006-07,RUS,2
6025,2013-11,MO,2
5462,2013-03,NLD,2
2060,2008-04,NOR,2
2059,2008-04,NLD,2
2058,2008-04,NJ,2
2067,2008-04,SWE,2
1002,2006-07,TN,2
405,2005-07,ESP,2
6116,2013-12,SAU,2
4445,2011-12,IN,2
1008,2006-08,AUS,2
4678,2012-04,BC,2
2042,2008-04,HKG,2
197,2005-02,DC,2
998,2006-07,QC,2
2072,2008-04,UT,2
994,2006-07,ON,2
2102,2008-05,ITA,2
5829,2013-08,WI,2
2095,2008-05,GA,2
988,2006-07,NJ,2
989,2006-07,NM,2
2091,2008-05,DNK,2
409,2005-07,IRL,2
2089,2008-05,DE,2
2088,2008-05,DC,2
4687,2012-04,DC,2
5454,2013-03,MEX,2
2084,2008-05,CHE,2
5456,2013-03,MN,2
4102,2011-06,SC,2
2079,2008-05,ARE,2
2038,2008-04,FL,2
2037,2008-04,EST,2
5470,2013-03,POL,2
5033,2012-09,LBN,2
2003,2008-03,MI,2
3572,2010-09,MD,2
394,2005-06,WA,2
1999,2008-03,LA,2
3575,2010-09,MN,2
3576,2010-09,MO,2
392,2005-06,UT,2
4458,2011-12,NLD,2
1988,2008-03,DNK,2
55,2004-05,ISR,2
4461,2011-12,NV,2
5485,2013-04,AUS,2
1030,2006-08,KY,2
5024,2012-09,HKG,2
4465,2011-12,OR,2
2006,2008-03,NC,2
5447,2013-03,KOR,2
1019,2006-08,FL,2
5821,2013-08,TN,2
4449,2011-12,ITA,2
58,2004-05,NY,2
402,2005-07,CT,2
3558,2010-09,ID,2
5472,2013-03,RI,2
4833,2012-06,LA,2
4675,2012-04,ARG,2
5474,2013-03,SGP,2
2023,2008-04,AL,2
2019,2008-03,UT,2
5475,2013-03,SWE,2
199,2005-02,FIN,2
2015,2008-03,SGP,2
5030,2012-09,ITA,2
5476,2013-03,TN,2
2010,2008-03,NLD,2
3587,2010-09,OR,2
3529,2010-08,TN,2
5830,2013-09,AB,2
4828,2012-06,IRL,2
941,2006-06,OH,2
2206,2008-07,GA,2
436,2005-08,CHE,2
943,2006-06,ON,2
3474,2010-07,SGP,2
3467,2010-07,OK,2
4115,2011-07,BRA,2
2191,2008-07,AUS,2
949,2006-06,SGP,2
4408,2011-11,RI,2
2187,2008-06,UT,2
433,2005-08,AUS,2
2184,2008-06,TUR,2
3477,2010-07,TWN,2
2211,2008-07,IND,2
938,2006-06,NJ,2
5063,2012-09,UT,2
5069,2012-10,AZ,2
2248,2008-08,FIN,2
5068,2012-10,AUS,2
5396,2013-02,PA,2
3444,2010-07,GHA,2
3445,2010-07,HKG,2
2241,2008-08,CHE,2
4826,2012-06,IN,2
2237,2008-08,AZ,2
5402,2013-02,SWE,2
5850,2013-09,DNK,2
3454,2010-07,MD,2
2225,2008-07,ON,2
443,2005-08,FIN,2
2217,2008-07,MN,2
432,2005-08,AL,2
5836,2013-09,AZ,2
4112,2011-07,AL,2
956,2006-07,AL,2
5437,2013-03,GRC,2
2135,2008-06,BRA,2
3514,2010-08,NLD,2
3515,2010-08,NM,2
5438,2013-03,HI,2
2130,2008-06,AL,2
3516,2010-08,NOR,2
418,2005-07,NC,2
4105,2011-06,TN,2
2121,2008-05,QC,2
2117,2008-05,OK,2
975,2006-07,GA,2
2112,2008-05,NC,2
977,2006-07,HKG,2
414,2005-07,MD,2
3509,2010-08,MI,2
2107,2008-05,ME,2
4423,2011-12,BEL,2
3506,2010-08,KY,2
2174,2008-06,ON,2
2168,2008-06,NJ,2
426,2005-07,QC,2
2163,2008-06,MN,2
2159,2008-06,LUX,2
5051,2012-09,POL,2
962,2006-07,BEL,2
3010,2009-11,IN,2
965,2006-07,CHE,2
2152,2008-06,IND,2
71,2004-06,ISR,2
70,2004-06,HKG,2
4420,2011-12,AUS,2
4421,2011-12,AZ,2
3505,2010-08,KWT,2
2143,2008-06,DNK,2
1976,2008-03,AL,2
4679,2012-04,BEL,2
1919,2008-01,TWN,2
1944,2008-02,IND,2
381,2005-06,NJ,2
1924,2008-01,WI,2
6032,2013-11,NM,2
4472,2011-12,TN,2
1042,2006-08,NS,2
1950,2008-02,LUX,2
1891,2008-01,KY,2
4667,2012-03,SWE,2
4471,2011-12,SWE,2
1952,2008-02,MD,2
1076,2006-09,HKG,2
1953,2008-02,MO,2
5016,2012-09,DNK,2
3616,2010-10,DNK,2
1046,2006-08,ON,2
6077,2013-12,FL,2
4473,2011-12,TX,2
1069,2006-09,DNK,2
1885,2008-01,IN,2
1049,2006-08,QC,2
4477,2011-12,WI,2
1934,2008-02,DC,2
1936,2008-02,ESP,2
1937,2008-02,EST,2
206,2005-02,IRL,2
3602,2010-09,WI,2
1887,2008-01,IRL,2
4840,2012-06,MUS,2
1938,2008-02,FIN,2
1051,2006-08,SWE,2
1072,2006-09,FL,2
5521,2013-04,MN,2
1876,2008-01,FL,2
5019,2012-09,FIN,2
3612,2010-10,CO,2
373,2005-06,ITA,2
3636,2010-10,MN,2
4076,2011-06,IND,2
5513,2013-04,ITA,2
3627,2010-10,IND,2
4083,2011-06,LA,2
4666,2012-03,SGP,2
1967,2008-02,QC,2
1035,2006-08,MS,2
1896,2008-01,ME,2
53,2004-05,GBR,2
3596,2010-09,TWN,2
366,2005-06,FL,2
374,2005-06,JPN,2
384,2005-06,OH,2
1915,2008-01,RUS,2
364,2005-06,DC,2
3653,2010-10,TN,2
1865,2008-01,BEL,2
1961,2008-02,OH,2
51,2004-05,DEU,2
1059,2006-09,AUS,2
5489,2013-04,BRA,2
4485,2012-01,BC,2
1861,2007-12,WI,2
5182,2012-11,NV,3
153,2005-01,BC,3
583,2005-11,FL,3
4107,2011-06,UT,3
348,2005-05,PA,3
576,2005-11,CHE,3
3687,2010-11,MI,3
3402,2010-06,MN,3
6031,2013-11,NLD,3
3520,2010-08,ON,3
5054,2012-09,RI,3
3686,2010-11,MD,3
5176,2012-11,NJ,3
3271,2010-04,BC,3
4108,2011-06,VA,3
3899,2011-03,GA,3
4901,2012-07,LUX,3
3393,2010-06,ITA,3
6040,2013-11,PRT,3
523,2005-10,BC,3
3919,2011-03,NC,3
3631,2010-10,JPN,3
419,2005-07,NJ,3
4792,2012-05,SC,3
3698,2010-11,ON,3
3635,2010-10,MI,3
5045,2012-09,NM,3
4793,2012-05,SGP,3
580,2005-11,DC,3
3067,2009-12,KOR,3
3391,2010-06,IRL,3
462,2005-08,NC,3
3236,2010-03,IN,3
3500,2010-08,IND,3
5081,2012-10,DC,3
3915,2011-03,MI,3
3073,2009-12,NJ,3
344,2005-05,OH,3
3618,2010-10,FL,3
5049,2012-09,OR,3
4906,2012-07,MO,3
4904,2012-07,MI,3
4057,2011-06,BEL,3
4111,2011-06,WI,3
3251,2010-03,NLD,3
3464,2010-07,NOR,3
600,2005-11,NM,3
510,2005-09,ON,3
3028,2009-11,OH,3
3459,2010-07,NC,3
4068,2011-06,FL,3
228,2005-02,WA,3
444,2005-08,FL,3
3428,2010-07,AUS,3
235,2005-03,CT,3
365,2005-06,DEU,3
3429,2010-07,BC,3
4117,2011-07,CHE,3
3450,2010-07,JPN,3
5067,2012-10,AL,3
4878,2012-07,CT,3
176,2005-01,NC,3
208,2005-02,JPN,3
3018,2009-11,LUX,3
3988,2011-04,SGP,3
363,2005-06,CT,3
3655,2010-10,UT,3
3989,2011-04,SWE,3
3990,2011-04,TN,3
511,2005-09,PA,3
3259,2010-03,RUS,3
230,2005-03,BC,3
3984,2011-04,ON,3
3977,2011-04,NJ,3
3033,2009-11,SWE,3
238,2005-03,DNK,3
3946,2011-04,BEL,3
5971,2013-10,SWE,3
5125,2012-10,POL,3
4008,2011-05,CT,3
3047,2009-12,CHN,3
370,2005-06,IL,3
3682,2010-11,ITA,3
3480,2010-07,VA,3
3954,2011-04,DC,3
3269,2010-04,AUS,3
3959,2011-04,FL,3
3678,2010-11,IND,3
242,2005-03,HKG,3
4842,2012-06,NE,3
3677,2010-11,IN,3
3964,2011-04,HKG,3
3965,2011-04,ID,3
3415,2010-06,QC,3
354,2005-05,UT,3
3473,2010-07,SC,3
3674,2010-11,GA,3
3641,2010-10,NOR,3
3036,2009-11,TWN,3
595,2005-11,MD,3
437,2005-08,CHN,3
174,2005-01,MN,3
4843,2012-06,NH,3
3265,2010-03,TX,3
5073,2012-10,BRA,3
457,2005-08,ME,3
3897,2011-03,FL,3
3770,2011-01,BRA,3
3085,2009-12,TN,3
400,2005-07,CHN,3
4042,2011-05,PRT,3
324,2005-05,FIN,3
3562,2010-09,IRL,3
3560,2010-09,IN,3
3807,2011-01,NC,3
489,2005-09,FL,3
4035,2011-05,NJ,3
3812,2011-01,NOR,3
3206,2010-02,SGP,3
4803,2012-06,AL,3
3604,2010-10,AUS,3
4164,2011-07,UT,3
3208,2010-02,TN,3
3335,2010-05,DNK,3
3294,2010-04,IND,3
404,2005-07,DEU,3
3827,2011-01,WI,3
3550,2010-09,DNK,3
3830,2011-02,AZ,3
3135,2010-01,MO,3
6044,2013-11,SGP,3
3210,2010-02,UT,3
5037,2012-09,MI,3
503,2005-09,NC,3
4934,2012-08,AL,3
4149,2011-07,NLD,3
529,2005-10,DC,3
3132,2010-01,MD,3
3843,2011-02,FIN,3
3554,2010-09,FL,3
3735,2010-12,JPN,3
4036,2011-05,NLD,3
4080,2011-06,JPN,3
4087,2011-06,MI,3
3768,2011-01,BC,3
4160,2011-07,SGP,3
3766,2011-01,AUS,3
3180,2010-02,IRL,3
166,2005-01,HKG,3
5140,2012-11,AZ,3
389,2005-06,SWE,3
3174,2010-02,FIN,3
167,2005-01,IL,3
3579,2010-09,NC,3
3169,2010-02,CT,3
3310,2010-04,NLD,3
4964,2012-08,ISR,3
4957,2012-08,FRA,3
3593,2010-09,SGP,3
3193,2010-02,NJ,3
393,2005-06,VA,3
5111,2012-10,NC,3
3309,2010-04,NJ,3
4963,2012-08,IRL,3
4962,2012-08,IND,3
3761,2010-12,VA,3
533,2005-10,FRA,3
3797,2011-01,KOR,3
3598,2010-09,UT,3
4196,2011-08,JPN,3
3330,2010-05,CHN,3
3331,2010-05,CO,3
548,2005-10,MS,3
3168,2010-02,CO,3
3895,2011-03,DNK,3
4979,2012-08,NV,3
3128,2010-01,KOR,3
4209,2011-08,NOR,3
3723,2010-12,ESP,3
5174,2012-11,NC,3
3100,2010-01,BRA,3
5040,2012-09,NC,3
224,2005-02,SWE,3
3876,2011-02,SGP,3
3533,2010-08,UT,3
3372,2010-06,BEL,3
3098,2010-01,BEL,3
4921,2012-07,RI,3
156,2005-01,CHN,3
3880,2011-02,UT,3
3438,2010-07,DNK,3
3104,2010-01,CO,3
3282,2010-04,DNK,3
3184,2010-02,KOR,3
3223,2010-03,DC,3
3885,2011-03,AZ,3
338,2005-05,MN,3
3528,2010-08,SWE,3
4183,2011-08,ESP,3
3718,2010-12,CT,3
4856,2012-06,QC,3
4988,2012-08,RI,3
155,2005-01,CHE,3
3380,2010-06,DC,3
3526,2010-08,SGP,3
269,2005-03,WA,3
416,2005-07,MN,3
3883,2011-03,AL,3
161,2005-01,FIN,3
5171,2012-11,MI,3
4049,2011-05,TX,3
3290,2010-04,HKG,3
4927,2012-07,UKR,3
3126,2010-01,ITA,3
4147,2011-07,NC,3
3124,2010-01,IRL,3
3123,2010-01,IND,3
559,2005-10,PA,3
3215,2010-03,AUT,3
6007,2013-11,HKG,3
4021,2011-05,IRL,3
528,2005-10,CT,3
3119,2010-01,HKG,3
277,2005-04,CT,3
196,2005-02,CT,3
4050,2011-05,UT,3
4983,2012-08,OR,3
3864,2011-02,NC,3
5980,2013-10,WI,3
276,2005-04,CO,3
4048,2011-05,TN,3
3364,2010-05,WA,3
5167,2012-11,KOR,3
3867,2011-02,NJ,3
3539,2010-09,BEL,3
3868,2011-02,NLD,3
3111,2010-01,ESP,3
275,2005-04,CHE,3
3110,2010-01,DNK,3
3219,2010-03,CHE,3
3870,2011-02,OH,3
4858,2012-06,SGP,3
5130,2012-10,SWE,3
3062,2009-12,IN,3
2647,2009-04,CHE,3
2327,2008-09,QC,3
886,2006-05,MN,3
1156,2006-11,CO,3
1674,2007-09,IND,3
5373,2013-02,KOR,3
25,2004-03,GBR,3
2344,2008-10,CO,3
5596,2013-05,NV,3
2350,2008-10,ESP,3
1162,2006-11,FL,3
5879,2013-09,NE,3
871,2006-05,ESP,3
5591,2013-05,NE,3
5362,2013-02,FL,3
1655,2007-09,AUS,3
2365,2008-10,MN,3
5881,2013-09,NLD,3
868,2006-05,DC,3
1651,2007-08,VA,3
2371,2008-10,NJ,3
5361,2013-02,FIN,3
1649,2007-08,TX,3
865,2006-05,CHN,3
5357,2013-02,DEU,3
2382,2008-10,TN,3
862,2006-05,BEL,3
870,2006-05,DNK,3
1679,2007-09,KOR,3
2323,2008-09,ON,3
2322,2008-09,OH,3
4649,2012-03,MO,3
2254,2008-08,IND,3
5786,2013-08,HKG,3
1717,2007-10,ESP,3
1712,2007-10,CO,3
913,2006-06,DC,3
5858,2013-09,HI,3
29,2004-03,MA,3
5584,2013-05,MD,3
2275,2008-08,SC,3
5782,2013-08,FL,3
2279,2008-08,TWN,3
2281,2008-08,UT,3
2282,2008-08,VA,3
4703,2012-04,ITA,3
2288,2008-09,AUS,3
5385,2013-02,NH,3
1702,2007-09,UT,3
2292,2008-09,CHN,3
2295,2008-09,DC,3
2302,2008-09,GA,3
1692,2007-09,ON,3
5381,2013-02,MO,3
1151,2006-11,AUS,3
2310,2008-09,KOR,3
2316,2008-09,NC,3
2318,2008-09,NJ,3
4709,2012-04,MI,3
5395,2013-02,OR,3
2390,2008-11,AUS,3
2399,2008-11,DC,3
823,2006-04,DNK,3
2485,2009-01,AUS,3
2487,2009-01,BC,3
1192,2006-11,TWN,3
5330,2013-01,RUS,3
1194,2006-11,UT,3
1571,2007-07,HKG,3
1566,2007-07,ESP,3
1198,2006-11,WI,3
2506,2009-01,IND,3
814,2006-04,BC,3
5904,2013-10,AB,3
2481,2008-12,VA,3
5322,2013-01,OK,3
4555,2012-02,BC,3
2525,2009-01,OH,3
2527,2009-01,PA,3
2529,2009-01,QC,3
2532,2009-01,SWE,3
803,2006-03,QC,3
5908,2013-10,BEL,3
2540,2009-02,BC,3
2545,2009-02,CT,3
1549,2007-06,TN,3
796,2006-03,NJ,3
795,2006-03,NC,3
2521,2009-01,NJ,3
824,2006-04,ESP,3
1578,2007-07,JPN,3
2478,2008-12,SWE,3
4369,2011-11,DNK,3
852,2006-04,SGP,3
1636,2007-08,NC,3
1632,2007-08,MD,3
5605,2013-05,SGP,3
5346,2013-02,BEL,3
2414,2008-11,KOR,3
851,2006-04,QC,3
5343,2013-02,AUS,3
4636,2012-03,IN,3
1622,2007-08,FRA,3
841,2006-04,MN,3
1178,2006-11,NC,3
1612,2007-08,CHE,3
5763,2013-07,WI,3
1603,2007-07,VA,3
1601,2007-07,TX,3
838,2006-04,MD,3
5341,2013-01,WI,3
4548,2012-01,WI,3
2462,2008-12,IL,3
1586,2007-07,NC,3
2465,2008-12,MD,3
19,2004-02,NY,3
2469,2008-12,NJ,3
2472,2008-12,OH,3
1579,2007-07,LUX,3
2398,2008-11,CT,3
5754,2013-07,TN,3
5852,2013-09,EST,3
4521,2012-01,MI,3
1085,2006-09,ME,3
2013,2008-03,ON,3
1086,2006-09,MI,3
1088,2006-09,NC,3
4455,2011-12,MI,3
1836,2007-12,MD,3
1013,2006-08,CHN,3
5536,2013-04,RI,3
1831,2007-12,KOR,3
5538,2013-04,SGP,3
4677,2012-04,AZ,3
2045,2008-04,IND,3
4456,2011-12,NC,3
5825,2013-08,UT,3
