,funded_month,investor_state_code,Count
5108,2012-10,MN,1
3308,2010-04,NE,1
3284,2010-04,EST,1
3279,2010-04,CYM,1
3273,2010-04,BRA,1
3227,2010-03,FIN,1
5129,2012-10,SGP,1
5128,2012-10,SD,1
3232,2010-03,HI,1
3233,2010-03,HKG,1
3234,2010-03,ID,1
3237,2010-03,IRL,1
3241,2010-03,LUX,1
3244,2010-03,ME,1
3246,2010-03,MO,1
3247,2010-03,MUS,1
3249,2010-03,NH,1
3252,2010-03,NOR,1
3256,2010-03,OR,1
3260,2010-03,SC,1
3264,2010-03,TWN,1
3270,2010-04,AZ,1
3106,2010-01,CYM,1
5102,2012-10,LA,1
5172,2012-11,MT,1
3095,2010-01,ARG,1
2964,2009-10,MYS,1
2966,2009-10,NH,1
2970,2009-10,NV,1
5211,2012-12,BRA,1
2974,2009-10,OR,1
2979,2009-10,TN,1
2980,2009-10,TUR,1
2958,2009-10,LUX,1
5209,2012-12,BEL,1
2986,2009-10,WI,1
2987,2009-11,AR,1
2988,2009-11,ARE,1
2989,2009-11,AUS,1
2990,2009-11,AUT,1
2991,2009-11,BC,1
5205,2012-12,ARG,1
2983,2009-10,UT,1
3000,2009-11,DNK,1
2957,2009-10,KY,1
5217,2012-12,COL,1
2909,2009-09,KOR,1
2912,2009-09,ME,1
2916,2009-09,NM,1
5225,2012-12,FL,1
2922,2009-09,RI,1
2926,2009-09,WA,1
2928,2009-10,AL,1
2954,2009-10,ITA,1
2929,2009-10,AR,1
2941,2009-10,EGY,1
2944,2009-10,FL,1
5220,2012-12,DE,1
5219,2012-12,DC,1
2948,2009-10,HKG,1
2949,2009-10,ID,1
2951,2009-10,IND,1
2934,2009-10,CHE,1
5204,2012-12,AL,1
5203,2012-12,AB,1
3007,2009-11,IA,1
5184,2012-11,NZL,1
3058,2009-12,GHA,1
3060,2009-12,ID,1
3065,2009-12,ITA,1
5179,2012-11,NM,1
3071,2009-12,MN,1
3075,2009-12,NM,1
3056,2009-12,GA,1
3076,2009-12,NS,1
5177,2012-11,NL,1
3083,2009-12,RI,1
5175,2012-11,NE,1
3090,2009-12,VT,1
3092,2009-12,WI,1
3093,2010-01,AB,1
3094,2010-01,AL,1
3077,2009-12,NV,1
3054,2009-12,FL,1
3053,2009-12,ESP,1
5188,2012-11,OR,1
3008,2009-11,ID,1
3014,2009-11,ITA,1
5199,2012-11,UKR,1
3021,2009-11,ME,1
3024,2009-11,NC,1
5197,2012-11,TUR,1
3029,2009-11,ON,1
5196,2012-11,TN,1
3031,2009-11,RUS,1
3032,2009-11,SGP,1
3034,2009-11,THA,1
3035,2009-11,TUR,1
5195,2012-11,SWE,1
3042,2009-12,AL,1
3043,2009-12,AUS,1
5193,2012-11,SC,1
5191,2012-11,RI,1
3099,2010-01,BMU,1
3343,2010-05,JPN,1
3344,2010-05,LUX,1
5101,2012-10,KY,1
3603,2010-10,AL,1
3605,2010-10,AZ,1
3606,2010-10,BC,1
5017,2012-09,EGY,1
3610,2010-10,CHL,1
3622,2010-10,HKG,1
3623,2010-10,HUN,1
3600,2010-09,VT,1
3624,2010-10,ID,1
3630,2010-10,ITA,1
3633,2010-10,MD,1
3634,2010-10,ME,1
3637,2010-10,MO,1
3640,2010-10,NLD,1
3644,2010-10,OK,1
3646,2010-10,OR,1
3626,2010-10,IN,1
3648,2010-10,PRT,1
3592,2010-09,RUS,1
3589,2010-09,POL,1
5032,2012-09,KOR,1
3557,2010-09,HI,1
3564,2010-09,ITA,1
3566,2010-09,KOR,1
3567,2010-09,KS,1
3568,2010-09,LA,1
3569,2010-09,LBN,1
3591,2010-09,RI,1
3570,2010-09,LUX,1
3574,2010-09,MEX,1
3577,2010-09,MT,1
3578,2010-09,MUS,1
3580,2010-09,NH,1
3582,2010-09,NLD,1
3583,2010-09,NOR,1
5026,2012-09,IN,1
3573,2010-09,ME,1
3649,2010-10,QC,1
3650,2010-10,RI,1
3651,2010-10,SGP,1
3710,2010-12,AZ,1
3711,2010-12,BC,1
4990,2012-08,SC,1
3719,2010-12,CYM,1
4986,2012-08,PRT,1
3722,2010-12,DNK,1
3724,2010-12,EST,1
3709,2010-12,AUS,1
3726,2010-12,FL,1
3737,2010-12,KS,1
4978,2012-08,NJ,1
3741,2010-12,MI,1
3743,2010-12,MUS,1
3744,2010-12,MYS,1
3745,2010-12,NC,1
3746,2010-12,NE,1
4985,2012-08,POL,1
3707,2010-11,VA,1
3703,2010-11,SGP,1
3701,2010-11,RUS,1
5003,2012-09,AUS,1
5001,2012-09,AL,1
3658,2010-10,WI,1
3659,2010-11,AL,1
3666,2010-11,CYM,1
3667,2010-11,DC,1
3669,2010-11,DNK,1
3670,2010-11,ESP,1
4996,2012-08,UKR,1
3679,2010-11,IRL,1
3680,2010-11,ISL,1
3688,2010-11,MO,1
3689,2010-11,MUS,1
3690,2010-11,NC,1
3691,2010-11,NE,1
3692,2010-11,NH,1
3695,2010-11,NOR,1
3552,2010-09,EST,1
5036,2012-09,MEX,1
3548,2010-09,DE,1
3545,2010-09,COL,1
3395,2010-06,KEN,1
3396,2010-06,KOR,1
3400,2010-06,ME,1
3403,2010-06,MUS,1
3407,2010-06,NM,1
3408,2010-06,NOR,1
5080,2012-10,CYP,1
3394,2010-06,JPN,1
3410,2010-06,NZL,1
3417,2010-06,RUS,1
3418,2010-06,SC,1
3419,2010-06,SGP,1
3427,2010-06,WY,1
3430,2010-07,BEL,1
3434,2010-07,CO,1
3440,2010-07,FIN,1
3414,2010-06,POL,1
5085,2012-10,EST,1
3379,2010-06,CYM,1
5090,2012-10,GRC,1
3347,2010-05,MN,1
5100,2012-10,KOR,1
3352,2010-05,NOR,1
3354,2010-05,OH,1
5098,2012-10,JOR,1
3358,2010-05,SGP,1
3360,2010-05,TUR,1
3362,2010-05,UT,1
3365,2010-05,WI,1
3366,2010-06,AK,1
3367,2010-06,AL,1
3368,2010-06,AR,1
3369,2010-06,AUT,1
3371,2010-06,BC,1
3373,2010-06,BHR,1
5092,2012-10,HKG,1
5091,2012-10,HI,1
3447,2010-07,IN,1
3753,2010-12,PA,1
3451,2010-07,KOR,1
5066,2012-09,WI,1
3502,2010-08,ITA,1
3504,2010-08,KOR,1
3510,2010-08,MN,1
3511,2010-08,MO,1
3518,2010-08,NZL,1
3522,2010-08,PHL,1
3523,2010-08,QAT,1
3498,2010-08,HKG,1
3525,2010-08,SD,1
3530,2010-08,TUR,1
3531,2010-08,TWN,1
5042,2012-09,NH,1
3536,2010-09,AUS,1
3537,2010-09,AZ,1
5038,2012-09,MN,1
3542,2010-09,CHL,1
3527,2010-08,SVN,1
5052,2012-09,PRT,1
3494,2010-08,FIN,1
3493,2010-08,ESP,1
3457,2010-07,MO,1
3458,2010-07,MUS,1
3460,2010-07,NGA,1
3461,2010-07,NH,1
3463,2010-07,NLD,1
3470,2010-07,POL,1
3471,2010-07,QC,1
3472,2010-07,RI,1
3476,2010-07,TN,1
5062,2012-09,UKR,1
3479,2010-07,UT,1
3482,2010-08,AR,1
3484,2010-08,BEL,1
5059,2012-09,THA,1
5057,2012-09,SGP,1
5056,2012-09,SD,1
3492,2010-08,DNK,1
3452,2010-07,KY,1
1301,2007-01,WI,1
4612,2012-02,WI,1
545,2005-10,MI,1
5985,2013-11,BC,1
6088,2013-12,JOR,1
1136,2006-10,NOR,1
995,2006-07,OR,1
61,2004-05,UT,1
997,2006-07,PRT,1
62,2004-05,VA,1
859,2006-05,AL,1
1130,2006-10,ME,1
115,2004-10,JPN,1
232,2005-03,CHE,1
752,2006-02,NZL,1
5787,2013-08,ID,1
858,2006-04,WI,1
116,2004-10,KS,1
214,2005-02,NJ,1
746,2006-02,MN,1
1140,2006-10,OR,1
740,2006-02,KEN,1
1146,2006-10,TWN,1
1145,2006-10,SWE,1
327,2005-05,GA,1
6045,2013-11,SWE,1
1144,2006-10,SC,1
741,2006-02,KY,1
742,2006-02,LUX,1
329,2005-05,HKG,1
992,2006-07,OH,1
993,2006-07,OK,1
744,2006-02,MD,1
184,2005-01,SGP,1
745,2006-02,MI,1
30,2004-03,NOR,1
31,2004-03,NY,1
333,2005-05,ITA,1
1000,2006-07,SGP,1
1001,2006-07,SWE,1
761,2006-02,TWN,1
34,2004-03,VA,1
1005,2006-07,UT,1
6006,2013-11,HI,1
113,2004-10,GA,1
763,2006-02,UT,1
764,2006-02,VA,1
345,2005-05,OK,1
766,2006-03,AL,1
5796,2013-08,KS,1
1009,2006-08,AZ,1
59,2004-05,PA,1
6117,2013-12,SD,1
770,2006-03,CHE,1
213,2005-02,NC,1
341,2005-05,NJ,1
6046,2013-11,THA,1
340,2005-05,NGA,1
339,2005-05,MYS,1
6026,2013-11,MYS,1
756,2006-02,PAK,1
6042,2013-11,RI,1
32,2004-03,QC,1
33,2004-03,SWE,1
1125,2006-10,ITA,1
5789,2013-08,IN,1
6096,2013-12,MEX,1
337,2005-05,MI,1
114,2004-10,IL,1
1122,2006-10,HKG,1
758,2006-02,SGP,1
60,2004-05,SGP,1
89,2004-07,MN,1
760,2006-02,TN,1
1003,2006-07,TWN,1
5827,2013-08,VT,1
738,2006-02,IRL,1
28,2004-03,LUX,1
468,2005-08,SGP,1
6024,2013-11,MN,1
412,2005-07,KEN,1
546,2005-10,MN,1
832,2006-04,IN,1
308,2005-04,TN,1
717,2006-02,AR,1
1173,2006-11,LUX,1
1172,2006-11,KOR,1
6113,2013-12,PRT,1
718,2006-02,ARG,1
719,2006-02,AUS,1
720,2006-02,AZ,1
1170,2006-11,ITA,1
411,2005-07,JPN,1
467,2005-08,RI,1
984,2006-07,MI,1
5930,2013-10,IA,1
1176,2006-11,ME,1
1181,2006-11,NM,1
66,2004-06,CO,1
1179,2006-11,NGA,1
415,2005-07,ME,1
550,2005-10,NGA,1
706,2006-01,OR,1
124,2004-11,CHN,1
549,2005-10,MYS,1
708,2006-01,POL,1
306,2005-04,SGP,1
5878,2013-09,ND,1
5831,2013-09,AK,1
1177,2006-11,MI,1
466,2005-08,QC,1
710,2006-01,RUS,1
547,2005-10,MO,1
485,2005-09,DC,1
312,2005-04,WI,1
471,2005-08,TWN,1
321,2005-05,DC,1
216,2005-02,NOR,1
478,2005-09,BC,1
990,2006-07,NOR,1
479,2005-09,BMU,1
531,2005-10,DNK,1
169,2005-01,IRL,1
118,2004-10,NY,1
63,2004-06,BEL,1
215,2005-02,NLD,1
26,2004-03,IL,1
325,2005-05,FL,1
737,2006-02,IN,1
117,2004-10,NJ,1
27,2004-03,ISR,1
6047,2013-11,TUR,1
5982,2013-11,ARG,1
5769,2013-08,BRA,1
731,2006-02,FL,1
1166,2006-11,HKG,1
217,2005-02,NS,1
1164,2006-11,GA,1
987,2006-07,NC,1
186,2005-01,TUR,1
6009,2013-11,IN,1
540,2005-10,IRL,1
121,2004-10,VA,1
1160,2006-11,DNK,1
539,2005-10,IN,1
537,2005-10,IA,1
536,2005-10,GRC,1
729,2006-02,ESP,1
475,2005-09,AL,1
476,2005-09,ARG,1
5927,2013-10,GRC,1
1010,2006-08,BEL,1
6093,2013-12,LBN,1
5917,2013-10,CZE,1
1058,2006-09,AB,1
47,2004-04,WA,1
1057,2006-08,WI,1
5818,2013-08,SAU,1
1056,2006-08,VT,1
811,2006-04,AL,1
49,2004-05,CO,1
812,2006-04,ARG,1
1054,2006-08,UT,1
5815,2013-08,RI,1
50,2004-05,CT,1
813,2006-04,AZ,1
1052,2006-08,TN,1
815,2006-04,BHR,1
94,2004-08,AZ,1
200,2005-02,FL,1
506,2005-09,NOR,1
46,2004-04,TX,1
377,2005-06,MI,1
395,2005-06,WV,1
371,2005-06,IRL,1
840,2006-04,MI,1
1023,2006-08,HKG,1
839,2006-04,ME,1
492,2005-09,HKG,1
5811,2013-08,OR,1
807,2006-03,TN,1
494,2005-09,IRL,1
1025,2006-08,IN,1
204,2005-02,HKG,1
1026,2006-08,IRL,1
5905,2013-10,AL,1
1063,2006-09,CHE,1
5813,2013-08,POL,1
1060,2006-09,BC,1
805,2006-03,SGP,1
1050,2006-08,RI,1
378,2005-06,MN,1
382,2005-06,NOR,1
1041,2006-08,NOR,1
499,2005-09,ME,1
1040,2006-08,NLD,1
1038,2006-08,NGA,1
6079,2013-12,GA,1
5994,2013-11,CYM,1
1037,2006-08,ND,1
54,2004-05,IL,1
202,2005-02,GA,1
828,2006-04,GA,1
98,2004-08,ISR,1
5995,2013-11,CZE,1
830,2006-04,HKG,1
1033,2006-08,MI,1
825,2006-04,FIN,1
390,2005-06,TN,1
500,2005-09,MI,1
835,2006-04,KWT,1
1048,2006-08,PHL,1
379,2005-06,MO,1
1028,2006-08,ITA,1
52,2004-05,FIN,1
387,2005-06,PRT,1
504,2005-09,NH,1
103,2004-09,CT,1
836,2006-04,LUX,1
1045,2006-08,OK,1
380,2005-06,NC,1
820,2006-04,CT,1
5897,2013-09,THA,1
5816,2013-08,ROM,1
101,2004-08,SGP,1
502,2005-09,MYS,1
5892,2013-09,RI,1
304,2005-04,PA,1
1070,2006-09,ESP,1
804,2006-03,SC,1
1102,2006-09,TWN,1
403,2005-07,DC,1
109,2004-10,AL,1
352,2005-05,TWN,1
5824,2013-08,UKR,1
783,2006-03,ID,1
514,2005-09,QC,1
1099,2006-09,SVK,1
5913,2013-10,CHL,1
91,2004-07,QC,1
401,2005-07,CO,1
788,2006-03,KS,1
356,2005-05,WA,1
357,2005-06,AUT,1
358,2005-06,AZ,1
38,2004-04,FL,1
513,2005-09,POL,1
487,2005-09,ESP,1
779,2006-03,FIN,1
347,2005-05,OR,1
112,2004-10,FL,1
5799,2013-08,MEX,1
36,2004-04,CHE,1
349,2005-05,PHL,1
6036,2013-11,OK,1
776,2006-03,DNK,1
777,2006-03,ESP,1
1109,2006-10,AUS,1
1108,2006-10,AR,1
111,2004-10,CHN,1
5987,2013-11,BGR,1
778,2006-03,EST,1
37,2004-04,CT,1
6005,2013-11,GRC,1
780,2006-03,FL,1
509,2005-09,OK,1
175,2005-01,MYS,1
209,2005-02,LUX,1
843,2006-04,NGA,1
5805,2013-08,NLD,1
6028,2013-11,ND,1
5909,2013-10,BGR,1
1077,2006-09,ID,1
842,2006-04,NC,1
800,2006-03,OH,1
397,2005-07,AUS,1
45,2004-04,TN,1
396,2005-07,AL,1
5806,2013-08,NOR,1
369,2005-06,HKG,1
5809,2013-08,OK,1
6092,2013-12,LA,1
5820,2013-08,SWE,1
797,2006-03,NM,1
5801,2013-08,MN,1
44,2004-04,SC,1
844,2006-04,NJ,1
848,2006-04,OH,1
1091,2006-09,NLD,1
57,2004-05,NOR,1
1089,2006-09,NH,1
360,2005-06,CHE,1
1087,2006-09,MN,1
791,2006-03,MI,1
41,2004-04,NC,1
6076,2013-12,FIN,1
5822,2013-08,TUR,1
107,2004-09,SWE,1
42,2004-04,NJ,1
794,2006-03,MYS,1
106,2004-09,NY,1
1080,2006-09,IRL,1
1079,2006-09,IN,1
5761,2013-07,VT,1
97,2004-08,IRL,1
456,2005-08,MD,1
599,2005-11,NLD,1
1242,2006-12,WI,1
267,2005-03,UT,1
1243,2007-01,AB,1
5969,2013-10,SAU,1
6015,2013-11,KOR,1
955,2006-06,WI,1
596,2005-11,MN,1
6022,2013-11,MEX,1
1244,2007-01,AUS,1
1245,2007-01,AUT,1
624,2005-12,ESP,1
417,2005-07,MYS,1
6061,2013-12,AZ,1
656,2005-12,RUS,1
5746,2013-07,PHL,1
1278,2007-01,MO,1
951,2006-06,TWN,1
5741,2013-07,NZL,1
6016,2013-11,KS,1
80,2004-07,CHE,1
434,2005-08,BC,1
899,2006-05,SGP,1
5739,2013-07,NV,1
133,2004-11,WA,1
142,2004-12,JPN,1
654,2005-12,PHL,1
134,2004-12,BEL,1
5847,2013-09,CZE,1
195,2005-02,CO,1
652,2005-12,OR,1
458,2005-08,MI,1
130,2004-11,JPN,1
5945,2013-10,MB,1
6060,2013-12,AUT,1
5726,2013-07,LUX,1
959,2006-07,AUS,1
5732,2013-07,MYS,1
928,2006-06,IRL,1
1283,2007-01,NS,1
894,2006-05,OK,1
568,2005-10,VT,1
958,2006-07,ARE,1
669,2006-01,BRA,1
1235,2006-12,ON,1
667,2006-01,AZ,1
1237,2006-12,PAK,1
570,2005-10,WI,1
666,2006-01,AUT,1
571,2005-11,AL,1
427,2005-07,SD,1
601,2005-11,NV,1
572,2005-11,AUS,1
664,2006-01,AL,1
663,2006-01,AB,1
957,2006-07,AR,1
428,2005-07,SWE,1
621,2005-12,DC,1
1239,2006-12,THA,1
429,2005-07,TN,1
8,2004-01,IL,1
459,2005-08,MN,1
131,2004-11,MA,1
1232,2006-12,NOR,1
948,2006-06,SC,1
651,2005-12,ON,1
5960,2013-10,OK,1
592,2005-11,KY,1
5861,2013-09,IN,1
442,2005-08,DNK,1
243,2005-03,HUN,1
641,2005-12,ME,1
245,2005-03,IND,1
587,2005-11,HKG,1
939,2006-06,NOR,1
137,2004-12,CO,1
935,2006-06,MN,1
633,2005-12,IND,1
1263,2007-01,HKG,1
246,2005-03,IRL,1
634,2005-12,IRL,1
638,2005-12,KOR,1
253,2005-03,MN,1
1271,2007-01,KOR,1
906,2006-06,AUT,1
150,2004-12,WA,1
591,2005-11,KOR,1
140,2004-12,HKG,1
590,2005-11,JPN,1
440,2005-08,DC,1
6017,2013-11,LBN,1
192,2005-02,BC,1
936,2006-06,MO,1
250,2005-03,KS,1
249,2005-03,KEN,1
5972,2013-10,THA,1
6,2004-01,FIN,1
255,2005-03,NGA,1
904,2006-05,VA,1
1254,2007-01,DE,1
77,2004-06,VA,1
626,2005-12,FL,1
240,2005-03,GA,1
947,2006-06,RI,1
455,2005-08,MB,1
149,2004-12,VA,1
141,2004-12,ISR,1
6021,2013-11,ME,1
931,2006-06,KOR,1
74,2004-06,OH,1
5956,2013-10,NM,1
5974,2013-10,TUR,1
259,2005-03,OH,1
628,2005-12,GA,1
5,2004-01,ESP,1
5737,2013-07,NM,1
6064,2013-12,BGR,1
945,2006-06,PRT,1
646,2005-12,NLD,1
944,2006-06,PA,1
593,2005-11,LUX,1
6011,2013-11,IRL,1
932,2006-06,LUX,1
452,2005-08,JPN,1
902,2006-05,TWN,1
942,2006-06,OK,1
6085,2013-12,IRL,1
78,2004-07,BC,1
6018,2013-11,LUX,1
960,2006-07,AUT,1
273,2005-04,BMU,1
1229,2006-12,MUS,1
293,2005-04,MI,1
554,2005-10,NS,1
698,2006-01,MYS,1
1196,2006-11,VT,1
697,2006-01,MO,1
5755,2013-07,TTO,1
5981,2013-11,AB,1
233,2005-03,CHN,1
290,2005-04,LUX,1
148,2004-12,TWN,1
75,2004-06,SGP,1
6055,2013-12,AB,1
68,2004-06,DEU,1
1199,2006-12,AL,1
5937,2013-10,JOR,1
447,2005-08,HKG,1
420,2005-07,NM,1
693,2006-01,LUX,1
692,2006-01,KS,1
6056,2013-12,AK,1
1201,2006-12,BC,1
883,2006-05,KOR,1
220,2005-02,OH,1
1202,2006-12,BEL,1
5967,2013-10,ROM,1
221,2005-02,ON,1
285,2005-04,IA,1
691,2006-01,KOR,1
284,2005-04,HKG,1
879,2006-05,IN,1
82,2004-07,CO,1
700,2006-01,NGA,1
5833,2013-09,AR,1
922,2006-06,GRC,1
877,2006-05,ID,1
5832,2013-09,AL,1
5722,2013-07,KWT,1
187,2005-01,TWN,1
1186,2006-11,OR,1
300,2005-04,NV,1
67,2004-06,CT,1
972,2006-07,EST,1
299,2005-04,NOR,1
125,2004-11,CO,1
1189,2006-11,SGP,1
5758,2013-07,UKR,1
607,2005-11,SGP,1
1,2004-01,CHE,1
971,2006-07,ESP,1
6072,2013-12,CYM,1
5876,2013-09,MUS,1
298,2005-04,NLD,1
923,2006-06,HKG,1
83,2004-07,CT,1
924,2006-06,HUN,1
219,2005-02,NZL,1
146,2004-12,NJ,1
5966,2013-10,RI,1
296,2005-04,NGA,1
702,2006-01,NV,1
76,2004-06,SWE,1
701,2006-01,NJ,1
1295,2007-01,TUR,1
5724,2013-07,LA,1
126,2004-11,DEU,1
1206,2006-12,CO,1
615,2005-12,BGR,1
1217,2006-12,IND,1
1218,2006-12,IRL,1
5857,2013-09,GRC,1
5942,2013-10,LTU,1
5964,2013-10,POL,1
5749,2013-07,RI,1
1220,2006-12,ITA,1
1221,2006-12,JPN,1
5869,2013-09,LUX,1
1223,2006-12,LA,1
963,2006-07,BMU,1
890,2006-05,NOR,1
13,2004-01,TN,1
145,2004-12,MN,1
12,2004-01,QC,1
563,2005-10,TN,1
128,2004-11,HUN,1
891,2006-05,NV,1
129,2004-11,ISR,1
5868,2013-09,LA,1
1225,2006-12,MD,1
1226,2006-12,MI,1
144,2004-12,MI,1
1227,2006-12,MN,1
158,2005-01,CT,1
566,2005-10,UT,1
1228,2006-12,MO,1
425,2005-07,PA,1
681,2006-01,GA,1
1288,2007-01,OR,1
1269,2007-01,ITA,1
926,2006-06,IN,1
914,2006-06,DE,1
1216,2006-12,IN,1
685,2006-01,IN,1
1290,2007-01,PRT,1
81,2004-07,CHN,1
5939,2013-10,KEN,1
421,2005-07,NOR,1
5725,2013-07,LTU,1
127,2004-11,GBR,1
5751,2013-07,SC,1
6100,2013-12,MT,1
887,2006-05,MO,1
5872,2013-09,MEX,1
15,2004-01,VA,1
557,2005-10,OK,1
6058,2013-12,ARG,1
6057,2013-12,AL,1
5941,2013-10,KS,1
612,2005-12,AUS,1
2263,2008-08,NH,2
2454,2008-12,ESP,2
2270,2008-08,ON,2
3315,2010-04,QC,2
4358,2011-11,BC,2
449,2005-08,IRL,2
917,2006-06,FIN,2
2441,2008-12,AL,2
3318,2010-04,SWE,2
2449,2008-12,CHN,2
5342,2013-02,ARG,2
6083,2013-12,IN,2
4123,2011-07,CZE,2
180,2005-01,OH,2
5072,2012-10,BGR,2
3316,2010-04,RUS,2
2455,2008-12,FL,2
96,2004-08,GBR,2
451,2005-08,ITA,2
916,2006-06,DNK,2
4124,2011-07,DC,2
2442,2008-12,AUS,2
4158,2011-07,RUS,2
2273,2008-08,QC,2
918,2006-06,FL,2
3382,2010-06,DNK,2
3327,2010-05,BEL,2
4374,2011-11,GA,2
864,2006-05,CHE,2
4383,2011-11,IRL,2
463,2005-08,NV,2
2329,2008-09,SGP,2
2328,2008-09,RI,2
5882,2013-09,NOR,2
2325,2008-09,PRT,2
189,2005-01,UT,2
461,2005-08,MYS,2
888,2006-05,NC,2
4145,2011-07,MN,2
3401,2010-06,MI,2
860,2006-05,AUS,2
460,2005-08,MO,2
893,2006-05,OH,2
5883,2013-09,NV,2
2393,2008-11,BEL,2
5355,2013-02,CYM,2
87,2004-07,ISR,2
3404,2010-06,NC,2
866,2006-05,CO,2
86,2004-07,IL,2
5370,2013-02,IRL,2
876,2006-05,HKG,2
5088,2012-10,GA,2
3385,2010-06,FL,2
874,2006-05,GA,2
84,2004-07,DEU,2
872,2006-05,FL,2
2360,2008-10,LUX,2
3378,2010-06,CT,2
5086,2012-10,FL,2
4381,2011-11,IN,2
2364,2008-10,MI,2
3389,2010-06,HKG,2
470,2005-08,TN,2
5874,2013-09,MN,2
881,2006-05,ITA,2
882,2006-05,JPN,2
3370,2010-06,AZ,2
2369,2008-10,NGA,2
2373,2008-10,NOR,2
2395,2008-11,CHE,2
482,2005-09,CHN,2
3351,2010-05,NLD,2
901,2006-05,TN,2
2420,2008-11,MI,2
453,2005-08,KOR,2
5890,2013-09,POL,2
2285,2008-08,WI,2
2424,2008-11,NGA,2
846,2006-04,NOR,2
3421,2010-06,TN,2
2426,2008-11,NJ,2
3422,2010-06,TWN,2
845,2006-04,NLD,2
2428,2008-11,NOR,2
3424,2010-06,UT,2
5387,2013-02,NLD,2
3425,2010-06,VA,2
3333,2010-05,DC,2
2278,2008-08,TN,2
4805,2012-06,BC,2
4364,2011-11,CT,2
849,2006-04,ON,2
92,2004-07,TX,2
5106,2012-10,ME,2
3338,2010-05,GA,2
3348,2010-05,MO,2
856,2006-04,VA,2
5886,2013-09,OK,2
853,2006-04,SK,2
2308,2008-09,ITA,2
2306,2008-09,IRL,2
3346,2010-05,MD,2
4609,2012-02,UT,2
4387,2011-11,KOR,2
3325,2010-05,AZ,2
4819,2012-06,FIN,2
5867,2013-09,KOR,2
2297,2008-09,DNK,2
4128,2011-07,FL,2
6090,2013-12,KOR,2
2410,2008-11,IRL,2
5103,2012-10,LUX,2
2412,2008-11,ITA,2
2413,2008-11,JPN,2
4151,2011-07,NOR,2
896,2006-05,OR,2
3996,2011-04,WI,2
3230,2010-03,GA,2
3307,2010-04,NC,2
2816,2009-07,JPN,2
4278,2011-09,NM,2
2821,2009-07,MN,2
2822,2009-07,NC,2
561,2005-10,SGP,2
2825,2009-07,NLD,2
562,2005-10,SWE,2
5251,2012-12,NZL,2
5943,2013-10,LUX,2
5248,2012-12,NS,2
564,2005-10,TWN,2
5173,2012-11,MUS,2
2844,2009-08,CT,2
2845,2009-08,DC,2
673,2006-01,CO,2
2848,2009-08,ESP,2
5948,2013-10,MN,2
132,2004-11,NY,2
2877,2009-08,SWE,2
5975,2013-10,TWN,2
659,2005-12,TN,2
3086,2009-12,TWN,2
2872,2009-08,OH,2
5253,2012-12,ON,2
5240,2012-12,MD,2
3089,2009-12,VA,2
661,2005-12,VA,2
4781,2012-05,NOR,2
4751,2012-05,DNK,2
5953,2013-10,NH,2
3096,2010-01,AUS,2
574,2005-11,BEL,2
4753,2012-05,EST,2
3120,2010-01,ID,2
5165,2012-11,ITA,2
3153,2010-01,SGP,2
3152,2010-01,RUS,2
3151,2010-01,RI,2
2756,2009-06,EST,2
4291,2011-09,TN,2
551,2005-10,NH,2
3147,2010-01,OR,2
4289,2011-09,SGP,2
5262,2012-12,TN,2
2762,2009-06,HKG,2
2763,2009-06,ID,2
2765,2009-06,IN,2
2766,2009-06,IND,2
5155,2012-11,FL,2
164,2005-01,GA,2
5157,2012-11,GA,2
553,2005-10,NOR,2
2805,2009-07,ESP,2
160,2005-01,ESP,2
4748,2012-05,CZE,2
5258,2012-12,RI,2
556,2005-10,OH,2
3133,2010-01,MI,2
5255,2012-12,POL,2
2787,2009-06,SWE,2
2784,2009-06,ON,2
4285,2011-09,PRT,2
3136,2010-01,MUS,2
162,2005-01,FL,2
2775,2009-06,MN,2
3142,2010-01,NS,2
5160,2012-11,HKG,2
2884,2009-09,ARE,2
5178,2012-11,NLD,2
578,2005-11,CO,2
4762,2012-05,IN,2
3044,2009-12,BRA,2
631,2005-12,HUN,2
630,2005-12,HKG,2
4250,2011-09,FIN,2
4224,2011-08,TUR,2
3038,2009-11,UT,2
2965,2009-10,NC,2
625,2005-12,FIN,2
2968,2009-10,NLD,2
2969,2009-10,NOR,2
4245,2011-09,CZE,2
598,2005-11,NJ,2
2977,2009-10,SGP,2
3025,2009-11,NJ,2
617,2005-12,CHE,2
614,2005-12,BEL,2
4233,2011-09,AUS,2
3012,2009-11,IRL,2
3006,2009-11,HKG,2
147,2004-12,NY,2
3017,2009-11,KS,2
3001,2009-11,ESP,2
636,2005-12,ITA,2
610,2005-11,VA,2
4229,2011-08,WI,2
5206,2012-12,AUS,2
5207,2012-12,AZ,2
3022,2009-11,MI,2
2992,2009-11,BEL,2
3023,2009-11,MN,2
2998,2009-11,DC,2
2943,2009-10,FIN,2
2942,2009-10,ESP,2
637,2005-12,JPN,2
2911,2009-09,MD,2
647,2005-12,NOR,2
2907,2009-09,ITA,2
4264,2011-09,KOR,2
649,2005-12,NZL,2
152,2005-01,AUS,2
582,2005-11,DNK,2
2901,2009-09,GA,2
3070,2009-12,MI,2
2893,2009-09,CT,2
5233,2012-12,IRL,2
2890,2009-09,CHE,2
3074,2009-12,NLD,2
2887,2009-09,BEL,2
2899,2009-09,FL,2
5152,2012-11,DNK,2
2913,2009-09,MN,2
4221,2011-08,SGP,2
138,2004-12,DEU,2
