,funded_month,investor_state_code,Count,latitude,longitude
3602,2009-04,NJ,6,40.314,-74.5089
3603,2009-10,NJ,6,40.314,-74.5089
3604,2009-09,NJ,6,40.314,-74.5089
3605,2013-02,NJ,7,40.314,-74.5089
3606,2010-03,NJ,7,40.314,-74.5089
3607,2010-05,NJ,7,40.314,-74.5089
3608,2005-01,NJ,7,40.314,-74.5089
3609,2013-12,NJ,8,40.314,-74.5089
3610,2009-08,NJ,8,40.314,-74.5089
3611,2011-01,NJ,8,40.314,-74.5089
3612,2010-09,NJ,8,40.314,-74.5089
3613,2007-08,NJ,8,40.314,-74.5089
3614,2013-03,NJ,8,40.314,-74.5089
3615,2006-05,NJ,8,40.314,-74.5089
3616,2011-07,NJ,8,40.314,-74.5089
3617,2012-01,NJ,8,40.314,-74.5089
3618,2012-06,NJ,9,40.314,-74.5089
3619,2013-09,NJ,9,40.314,-74.5089
3620,2013-06,NJ,10,40.314,-74.5089
3621,2013-07,NJ,12,40.314,-74.5089
3622,2013-10,NJ,17,40.314,-74.5089
3623,2009-06,ND,1,47.5362,-99.793
3624,2013-01,ND,1,47.5362,-99.793
3625,2011-02,ND,1,47.5362,-99.793
3626,2012-01,ND,1,47.5362,-99.793
3627,2013-09,ND,1,47.5362,-99.793
3628,2006-08,ND,1,47.5362,-99.793
3629,2013-11,ND,1,47.5362,-99.793
3630,2009-05,DC,1,38.8964,-77.0262
3631,2009-03,DC,1,38.8964,-77.0262
3632,2007-07,DC,1,38.8964,-77.0262
3633,2007-05,DC,1,38.8964,-77.0262
3634,2011-06,DC,1,38.8964,-77.0262
3635,2011-12,DC,1,38.8964,-77.0262
3636,2012-03,DC,1,38.8964,-77.0262
3637,2012-11,DC,1,38.8964,-77.0262
3638,2012-12,DC,1,38.8964,-77.0262
3639,2010-11,DC,1,38.8964,-77.0262
3640,2005-09,DC,1,38.8964,-77.0262
3641,2005-05,DC,1,38.8964,-77.0262
3642,2005-07,DC,1,38.8964,-77.0262
3643,2005-12,DC,1,38.8964,-77.0262
3644,2005-08,DC,1,38.8964,-77.0262
3645,2011-07,DC,2,38.8964,-77.0262
3646,2010-05,DC,2,38.8964,-77.0262
3647,2009-08,DC,2,38.8964,-77.0262
3648,2009-11,DC,2,38.8964,-77.0262
